"state_fips","naics","employment_march","establishments","payroll_quarter1","year"
11,"237",1222,33,14083000,2006
11,"238",2556,161,26434000,2006
11,"311",286,12,2362000,2006
11,"312",NA,1,NA,2006
11,"313",NA,1,NA,2006
11,"314",NA,2,NA,2006
11,"315",NA,8,NA,2006
11,"322",NA,1,NA,2006
11,"323",832,63,8767000,2006
11,"325",NA,3,NA,2006
11,"327",NA,7,NA,2006
11,"332",NA,6,NA,2006
11,"333",NA,1,NA,2006
11,"334",NA,4,NA,2006
11,"335",NA,1,NA,2006
11,"336",NA,2,NA,2006
11,"337",NA,6,NA,2006
11,"339",132,12,2182000,2006
11,"423",3170,220,54591000,2006
11,"424",2569,174,32979000,2006
11,"425",241,40,3147000,2006
11,"441",358,43,2580000,2006
11,"442",999,125,6918000,2006
11,"443",NA,61,NA,2006
11,"444",722,49,6301000,2006
11,"445",5285,533,31673000,2006
11,"446",2801,179,17825000,2006
11,"447",594,87,2920000,2006
11,"448",3912,364,16846000,2006
11,"451",1589,122,6744000,2006
11,"452",NA,42,NA,2006
11,"453",1694,285,8802000,2006
11,"454",514,44,10343000,2006
11,"481",NA,29,NA,2006
11,"483",NA,2,NA,2006
11,"484",244,22,2280000,2006
11,"485",1171,44,8863000,2006
11,"486",NA,2,NA,2006
11,"487",552,6,3086000,2006
11,"488",264,40,3154000,2006
11,"492",NA,26,NA,2006
11,"493",441,9,3016000,2006
11,"511",10564,204,234890000,2006
11,"512",1058,134,13993000,2006
11,"515",4425,72,114871000,2006
11,"516",NA,33,NA,2006
11,"517",3894,182,117482000,2006
11,"518",NA,88,NA,2006
11,"519",1030,51,20357000,2006
11,"522",10469,503,391787000,2006
11,"523",5505,327,296328000,2006
11,"524",3471,210,80527000,2006
11,"525",168,24,8420000,2006
11,"531",NA,916,NA,2006
11,"532",NA,91,NA,2006
11,"533",NA,3,NA,2006
11,"541",88526,4728,2039692000,2006
11,"551",4142,207,120324000,2006
11,"561",29897,996,272256000,2006
11,"562",310,21,5274000,2006
11,"611",47526,512,595950000,2006
11,"621",11613,1219,153026000,2006
11,"622",25379,18,351814000,2006
11,"623",7448,175,52164000,2006
11,"624",16181,726,125608000,2006
11,"711",3587,155,62244000,2006
11,"712",1275,39,10118000,2006
11,"713",2293,102,11636000,2006
11,"721",14502,117,115096000,2006
11,"722",34912,1899,158811000,2006
11,"811",731,121,5451000,2006
11,"812",6374,850,36826000,2006
11,"813",59531,3042,902043000,2006
12,"113",2561,317,23819000,2006
12,"114",231,118,1268000,2006
12,"115",11429,589,66658000,2006
12,"211",159,45,2274000,2006
12,"212",4924,166,63828000,2006
12,"213",499,86,8779000,2006
12,"221",31973,632,619668000,2006
12,"236",117627,15356,1483708000,2006
12,"237",71319,3696,710696000,2006
12,"238",353903,40916,2777060000,2006
12,"311",30034,897,279300000,2006
12,"312",7310,101,78764000,2006
12,"313",1283,118,9097000,2006
12,"314",5161,488,31672000,2006
12,"315",3975,375,19833000,2006
12,"316",732,60,4788000,2006
12,"321",20304,533,162530000,2006
12,"322",10471,145,133618000,2006
12,"323",21521,1883,186541000,2006
12,"324",1506,59,16291000,2006
12,"325",19579,529,264430000,2006
12,"326",17159,559,141934000,2006
12,"327",25623,1019,256793000,2006
12,"331",3887,130,40481000,2006
12,"332",44311,1864,407392000,2006
12,"333",22682,760,251809000,2006
12,"334",44169,622,630081000,2006
12,"335",9391,238,91111000,2006
12,"336",34848,710,361966000,2006
12,"337",17166,1333,128434000,2006
12,"339",31039,1758,338315000,2006
12,"423",175836,17870,2109622000,2006
12,"424",121976,8906,1301359000,2006
12,"425",22159,4791,204990000,2006
12,"441",134192,8566,1383408000,2006
12,"442",41516,5041,302425000,2006
12,"443",31377,3326,197253000,2006
12,"444",84279,5103,674688000,2006
12,"445",207688,8848,910894000,2006
12,"446",86696,6434,528332000,2006
12,"447",43300,6300,190912000,2006
12,"448",113661,11694,467902000,2006
12,"451",34132,3641,124735000,2006
12,"452",177336,2547,860003000,2006
12,"453",72083,8339,318764000,2006
12,"454",30605,3147,267099000,2006
12,"481",22709,560,265893000,2006
12,"483",14829,259,260522000,2006
12,"484",61223,5939,553498000,2006
12,"485",11992,853,71959000,2006
12,"486",NA,24,NA,2006
12,"487",NA,477,NA,2006
12,"488",54102,3418,483149000,2006
12,"492",30365,1034,259899000,2006
12,"493",24275,649,227167000,2006
12,"511",51175,1845,771322000,2006
12,"512",13455,1366,75186000,2006
12,"515",16846,619,267374000,2006
12,"516",1218,207,15890000,2006
12,"517",67883,3043,989196000,2006
12,"518",22567,1479,304741000,2006
12,"519",2480,163,21343000,2006
12,"521",NA,6,NA,2006
12,"522",206877,15991,2884977000,2006
12,"523",39022,6166,1118677000,2006
12,"524",141161,12393,2093754000,2006
12,"525",NA,178,NA,2006
12,"531",130496,30582,1298358000,2006
12,"532",45939,4498,365054000,2006
12,"533",1023,120,18814000,2006
12,"541",455324,68350,5443508000,2006
12,"551",137745,2438,2581166000,2006
12,"561",1390439,31173,9297426000,2006
12,"562",17776,943,178353000,2006
12,"611",123003,5178,883166000,2006
12,"621",346570,38964,3820237000,2006
12,"622",274229,322,2856030000,2006
12,"623",152981,2970,910854000,2006
12,"624",104041,7335,479810000,2006
12,"711",38303,2887,399093000,2006
12,"712",6054,331,35230000,2006
12,"713",118709,4345,618081000,2006
12,"721",147430,3761,911663000,2006
12,"722",594630,29916,2018090000,2006
12,"811",71182,14624,504209000,2006
12,"812",81373,13943,395855000,2006
12,"813",167024,15772,897593000,2006
13,"113",5454,700,44863000,2006
13,"114",NA,40,NA,2006
13,"115",NA,335,NA,2006
13,"211",NA,4,NA,2006
13,"212",6066,191,91150000,2006
13,"213",NA,32,NA,2006
13,"221",21157,560,542161000,2006
13,"236",49117,7208,578418000,2006
13,"237",34415,2021,322661000,2006
13,"238",130246,13819,1088494000,2006
13,"311",65379,526,485339000,2006
13,"312",5296,63,67586000,2006
13,"313",30979,214,236823000,2006
13,"314",35539,427,282211000,2006
13,"315",4757,152,23946000,2006
13,"316",157,17,1370000,2006
13,"321",24501,555,193839000,2006
13,"322",20786,171,284133000,2006
13,"323",16906,966,167067000,2006
13,"324",1251,86,15053000,2006
13,"325",21803,470,292760000,2006
13,"326",27666,431,262105000,2006
13,"327",20681,691,208120000,2006
13,"331",5448,83,56774000,2006
13,"332",30774,1181,277329000,2006
13,"333",23544,502,251483000,2006
13,"334",7555,202,100529000,2006
13,"335",14510,134,144423000,2006
13,"336",43398,260,546626000,2006
13,"337",14401,703,109592000,2006
13,"339",15366,789,146068000,2006
13,"423",125488,7746,1735347000,2006
13,"424",69709,3627,898007000,2006
13,"425",12007,2724,127906000,2006
13,"441",61027,4175,570025000,2006
13,"442",19984,2240,126684000,2006
13,"443",14784,1504,87129000,2006
13,"444",45455,2631,334426000,2006
13,"445",82081,3995,367829000,2006
13,"446",31613,2800,195018000,2006
13,"447",31643,5084,127795000,2006
13,"448",50800,4807,184104000,2006
13,"451",16268,1611,59586000,2006
13,"452",89772,1809,410961000,2006
13,"453",22199,3309,95988000,2006
13,"454",12873,1406,95503000,2006
13,"481",30490,134,481701000,2006
13,"483",221,24,3431000,2006
13,"484",57123,3558,515449000,2006
13,"485",4519,292,24365000,2006
13,"486",NA,43,NA,2006
13,"487",NA,31,NA,2006
13,"488",23145,1180,192850000,2006
13,"492",19240,395,160219000,2006
13,"493",28298,579,245869000,2006
13,"511",29267,928,461540000,2006
13,"512",6756,594,41012000,2006
13,"515",11806,377,208459000,2006
13,"516",2109,81,61674000,2006
13,"517",50604,1646,1009796000,2006
13,"518",22514,653,419434000,2006
13,"519",1377,82,18505000,2006
13,"521",NA,2,NA,2006
13,"522",95665,7654,1333258000,2006
13,"523",14028,2007,501921000,2006
13,"524",67569,5494,1198470000,2006
13,"525",NA,68,NA,2006
13,"531",45351,10115,520580000,2006
13,"532",19647,2139,155847000,2006
13,"533",2058,74,49675000,2006
13,"541",222435,27220,3027533000,2006
13,"551",111165,1532,2598100000,2006
13,"561",346886,11068,2291106000,2006
13,"562",8161,592,80181000,2006
13,"611",72189,2324,562483000,2006
13,"621",144926,14467,1604494000,2006
13,"622",149540,197,1500899000,2006
13,"623",55082,1398,295293000,2006
13,"624",58865,3984,242024000,2006
13,"711",7763,895,128695000,2006
13,"712",2890,139,16996000,2006
13,"713",31258,1721,114329000,2006
13,"721",45189,1940,212666000,2006
13,"722",309143,15814,893711000,2006
13,"811",37638,6486,267420000,2006
13,"812",38489,5877,181772000,2006
13,"813",79804,8530,422667000,2006
15,"113",NA,2,NA,2006
15,"114",NA,20,NA,2006
15,"115",291,22,1239000,2006
15,"211",NA,1,NA,2006
15,"212",NA,7,NA,2006
15,"213",NA,2,NA,2006
15,"221",2808,46,50779000,2006
15,"236",10978,985,140631000,2006
15,"237",2979,177,46785000,2006
15,"238",18163,1719,210429000,2006
15,"311",5845,264,38475000,2006
15,"312",718,33,6059000,2006
15,"313",NA,2,NA,2006
15,"314",NA,23,NA,2006
15,"315",913,73,4730000,2006
15,"316",NA,2,NA,2006
15,"321",NA,33,NA,2006
15,"322",NA,6,NA,2006
15,"323",1436,130,11151000,2006
15,"324",NA,2,NA,2006
15,"325",514,27,5356000,2006
15,"326",281,17,2512000,2006
15,"327",1118,55,14025000,2006
15,"331",NA,2,NA,2006
15,"332",635,42,6756000,2006
15,"333",NA,9,NA,2006
15,"334",117,9,1348000,2006
15,"335",NA,1,NA,2006
15,"336",565,22,5722000,2006
15,"337",437,55,3797000,2006
15,"339",1331,146,9555000,2006
15,"423",8298,838,88799000,2006
15,"424",11665,859,99072000,2006
15,"425",836,176,6564000,2006
15,"441",7241,346,74059000,2006
15,"442",1915,189,12968000,2006
15,"443",1872,182,10350000,2006
15,"444",4970,286,37402000,2006
15,"445",13650,733,70335000,2006
15,"446",4262,310,30526000,2006
15,"447",3314,305,16885000,2006
15,"448",12513,1279,60214000,2006
15,"451",3391,336,12443000,2006
15,"452",12952,115,72618000,2006
15,"453",5418,819,25332000,2006
15,"454",1081,145,5786000,2006
15,"481",7912,64,78283000,2006
15,"483",NA,23,NA,2006
15,"484",3556,203,29972000,2006
15,"485",3762,119,27414000,2006
15,"486",NA,4,NA,2006
15,"487",7232,184,47458000,2006
15,"488",4502,165,40893000,2006
15,"492",1409,66,11001000,2006
15,"493",NA,49,NA,2006
15,"511",2282,111,27720000,2006
15,"512",NA,123,NA,2006
15,"515",1095,47,12414000,2006
15,"516",NA,15,NA,2006
15,"517",4347,244,72935000,2006
15,"518",NA,88,NA,2006
15,"519",NA,9,NA,2006
15,"522",11841,864,166688000,2006
15,"523",NA,245,NA,2006
15,"524",NA,529,NA,2006
15,"525",NA,2,NA,2006
15,"531",NA,1704,NA,2006
15,"532",NA,427,NA,2006
15,"533",NA,6,NA,2006
15,"541",25820,3355,293221000,2006
15,"551",5684,226,107470000,2006
15,"561",40218,1710,238679000,2006
15,"562",1534,95,15758000,2006
15,"611",17432,530,126555000,2006
15,"621",24568,2699,267261000,2006
15,"622",18211,27,236188000,2006
15,"623",6966,127,45851000,2006
15,"624",12159,610,57985000,2006
15,"711",2441,168,11774000,2006
15,"712",2751,60,12043000,2006
15,"713",7196,286,34819000,2006
15,"721",41052,334,352074000,2006
15,"722",60131,3196,229160000,2006
15,"811",4245,748,32041000,2006
15,"812",7534,870,36006000,2006
15,"813",13882,1849,84530000,2006
16,"113",1778,326,15653000,2006
16,"114",NA,7,NA,2006
16,"115",NA,188,NA,2006
16,"211",NA,3,NA,2006
16,"212",1836,103,18214000,2006
16,"213",NA,32,NA,2006
16,"221",3491,186,61117000,2006
16,"236",13459,2622,100898000,2006
16,"237",8390,501,108422000,2006
16,"238",30955,5542,199873000,2006
16,"311",14588,209,114209000,2006
16,"312",NA,23,NA,2006
16,"313",NA,6,NA,2006
16,"314",NA,41,NA,2006
16,"315",NA,23,NA,2006
16,"316",NA,15,NA,2006
16,"321",8742,217,73729000,2006
16,"322",NA,11,NA,2006
16,"323",1934,117,12401000,2006
16,"324",NA,5,NA,2006
16,"325",1941,70,22134000,2006
16,"326",2183,64,14621000,2006
16,"327",1292,84,11532000,2006
16,"331",314,29,2255000,2006
16,"332",4127,299,33521000,2006
16,"333",2454,117,22701000,2006
16,"334",16159,56,273173000,2006
16,"335",699,24,5789000,2006
16,"336",2332,70,16715000,2006
16,"337",2697,185,18649000,2006
16,"339",1924,205,13523000,2006
16,"423",12572,1171,136373000,2006
16,"424",10043,649,81292000,2006
16,"425",1194,192,8059000,2006
16,"441",11936,933,102776000,2006
16,"442",2914,360,19426000,2006
16,"443",2609,309,14883000,2006
16,"444",10549,703,77006000,2006
16,"445",12546,554,58016000,2006
16,"446",3656,324,25624000,2006
16,"447",5473,636,19823000,2006
16,"448",4731,569,16306000,2006
16,"451",4271,443,14322000,2006
16,"452",16051,262,73235000,2006
16,"453",4083,683,15724000,2006
16,"454",1976,369,12554000,2006
16,"481",1241,65,9543000,2006
16,"483",NA,1,NA,2006
16,"484",8677,1182,66031000,2006
16,"485",NA,94,NA,2006
16,"486",NA,4,NA,2006
16,"487",NA,6,NA,2006
16,"488",1146,185,6472000,2006
16,"492",1853,115,15450000,2006
16,"493",1286,74,8773000,2006
16,"511",3617,171,32206000,2006
16,"512",NA,79,NA,2006
16,"515",1385,77,11035000,2006
16,"516",NA,15,NA,2006
16,"517",6861,246,63611000,2006
16,"518",NA,86,NA,2006
16,"519",NA,22,NA,2006
16,"522",13658,1321,132716000,2006
16,"523",NA,433,NA,2006
16,"524",7106,1055,83236000,2006
16,"525",NA,33,NA,2006
16,"531",6190,2095,41875000,2006
16,"532",NA,331,NA,2006
16,"533",NA,7,NA,2006
16,"541",34258,4090,351705000,2006
16,"551",9036,206,208215000,2006
16,"561",45879,1969,212933000,2006
16,"562",1956,124,24283000,2006
16,"611",8641,373,37800000,2006
16,"621",25356,2899,216893000,2006
16,"622",23472,62,213872000,2006
16,"623",12064,334,57673000,2006
16,"624",11369,1009,41997000,2006
16,"711",778,140,3115000,2006
16,"712",152,38,644000,2006
16,"713",6968,510,20927000,2006
16,"721",10707,494,41533000,2006
16,"722",43638,2823,108908000,2006
16,"811",6575,1386,41549000,2006
16,"812",4496,755,17618000,2006
16,"813",8839,1158,35498000,2006
17,"113",NA,27,NA,2006
17,"114",NA,11,NA,2006
17,"115",1467,280,13001000,2006
17,"211",1094,180,12125000,2006
17,"212",7890,227,114515000,2006
17,"213",1180,183,10480000,2006
17,"221",26039,473,750450000,2006
17,"236",60190,10457,760246000,2006
17,"237",26268,1716,343976000,2006
17,"238",175413,20498,2034809000,2006
17,"311",73431,1152,717323000,2006
17,"312",4079,90,33912000,2006
17,"313",1066,64,11473000,2006
17,"314",4229,221,25905000,2006
17,"315",4622,205,26179000,2006
17,"316",1990,53,13369000,2006
17,"321",10102,465,76070000,2006
17,"322",21307,315,235124000,2006
17,"323",44633,1879,497936000,2006
17,"324",4801,91,94556000,2006
17,"325",50822,702,905806000,2006
17,"326",53853,758,544417000,2006
17,"327",17500,706,198337000,2006
17,"331",27310,325,339051000,2006
17,"332",104826,3428,1092236000,2006
17,"333",86741,1856,1022898000,2006
17,"334",32627,660,429183000,2006
17,"335",29236,392,327547000,2006
17,"336",47547,423,589377000,2006
17,"337",17855,797,156561000,2006
17,"339",28134,1240,289583000,2006
17,"423",181999,11214,2744910000,2006
17,"424",119126,6047,1632605000,2006
17,"425",14344,2586,185509000,2006
17,"441",73792,4403,673128000,2006
17,"442",23393,2493,156433000,2006
17,"443",22914,2004,142570000,2006
17,"444",57590,3267,402574000,2006
17,"445",117376,6114,517133000,2006
17,"446",55793,3520,371708000,2006
17,"447",31668,4110,119983000,2006
17,"448",68901,6062,264763000,2006
17,"451",24939,2315,92955000,2006
17,"452",114404,1880,517465000,2006
17,"453",35596,4895,162781000,2006
17,"454",25896,1878,290665000,2006
17,"481",36403,222,528776000,2006
17,"483",NA,45,NA,2006
17,"484",69724,6874,685071000,2006
17,"485",23456,885,112596000,2006
17,"486",1082,99,26660000,2006
17,"487",NA,44,NA,2006
17,"488",30906,1816,339926000,2006
17,"492",31003,536,228420000,2006
17,"493",30567,667,318582000,2006
17,"511",43199,1347,707583000,2006
17,"512",9202,842,68324000,2006
17,"515",9263,385,148510000,2006
17,"516",NA,90,NA,2006
17,"517",47172,2080,800717000,2006
17,"518",NA,837,NA,2006
17,"519",NA,155,NA,2006
17,"521",NA,3,NA,2006
17,"522",161598,10063,2832224000,2006
17,"523",60858,4878,3473317000,2006
17,"524",127854,8688,2517430000,2006
17,"525",NA,104,NA,2006
17,"531",59955,11163,854535000,2006
17,"532",26831,2703,252514000,2006
17,"533",761,69,12317000,2006
17,"541",376748,39185,5672313000,2006
17,"551",159020,2119,4580929000,2006
17,"561",446732,15130,2730550000,2006
17,"562",14036,788,160877000,2006
17,"611",139744,3357,1082752000,2006
17,"621",222017,21654,2379767000,2006
17,"622",243049,237,2652011000,2006
17,"623",130682,2437,711929000,2006
17,"624",107216,5650,505112000,2006
17,"711",14718,1429,177129000,2006
17,"712",6008,200,45639000,2006
17,"713",51146,2958,209535000,2006
17,"721",57153,1776,310348000,2006
17,"722",400246,24102,1251384000,2006
17,"811",63829,9979,490748000,2006
17,"812",63948,9233,333618000,2006
17,"813",132273,13232,865337000,2006
18,"113",NA,80,NA,2006
18,"114",NA,5,NA,2006
18,"115",1215,159,9675000,2006
18,"211",178,49,1310000,2006
18,"212",5206,237,69377000,2006
18,"213",498,64,5343000,2006
18,"221",13794,522,258142000,2006
18,"236",39641,5070,398608000,2006
18,"237",17779,1050,188907000,2006
18,"238",89487,10234,815299000,2006
18,"311",32679,473,265882000,2006
18,"312",2685,56,45932000,2006
18,"313",275,19,1916000,2006
18,"314",3509,157,23054000,2006
18,"315",877,77,5124000,2006
18,"316",483,15,4543000,2006
18,"321",19765,561,150167000,2006
18,"322",11713,166,127518000,2006
18,"323",18065,711,156940000,2006
18,"324",3039,74,53472000,2006
18,"325",24205,314,390333000,2006
18,"326",46723,552,426754000,2006
18,"327",15574,476,163853000,2006
18,"331",46908,256,688120000,2006
18,"332",64199,1858,593642000,2006
18,"333",40797,895,485665000,2006
18,"334",16769,223,208726000,2006
18,"335",12202,152,138811000,2006
18,"336",144002,695,1856603000,2006
18,"337",27565,544,213867000,2006
18,"339",25325,683,310289000,2006
18,"423",73176,5063,831233000,2006
18,"424",39597,2228,413088000,2006
18,"425",5629,888,50917000,2006
18,"441",43748,3197,348196000,2006
18,"442",10990,1329,68447000,2006
18,"443",9455,1028,50405000,2006
18,"444",33871,2230,219070000,2006
18,"445",57506,2606,204169000,2006
18,"446",23809,1652,146213000,2006
18,"447",24888,2680,92765000,2006
18,"448",30348,2596,103835000,2006
18,"451",12321,1248,39232000,2006
18,"452",72903,1119,300708000,2006
18,"453",19537,2810,73232000,2006
18,"454",11257,974,85864000,2006
18,"481",5017,59,53928000,2006
18,"483",NA,9,NA,2006
18,"484",58082,3650,522955000,2006
18,"485",6118,241,22108000,2006
18,"486",NA,57,NA,2006
18,"487",NA,12,NA,2006
18,"488",7386,587,62017000,2006
18,"492",13977,253,95477000,2006
18,"493",20700,320,139421000,2006
18,"511",13387,440,141337000,2006
18,"512",3840,304,11523000,2006
18,"515",5275,196,54987000,2006
18,"516",NA,24,NA,2006
18,"517",16092,982,231973000,2006
18,"518",5947,362,73296000,2006
18,"519",NA,49,NA,2006
18,"522",59407,4755,639941000,2006
18,"523",NA,1487,NA,2006
18,"524",42843,4083,704343000,2006
18,"525",NA,21,NA,2006
18,"531",23785,4774,179781000,2006
18,"532",12406,1475,82793000,2006
18,"533",431,27,7488000,2006
18,"541",112824,12954,1410187000,2006
18,"551",42957,912,1071792000,2006
18,"561",168774,6697,949524000,2006
18,"562",7617,398,76060000,2006
18,"611",52096,1452,302984000,2006
18,"621",111863,9499,1160539000,2006
18,"622",134548,169,1322716000,2006
18,"623",72431,1903,380732000,2006
18,"624",47926,3070,197833000,2006
18,"711",6831,485,122102000,2006
18,"712",2115,141,12235000,2006
18,"713",24122,1506,90135000,2006
18,"721",32398,1182,162196000,2006
18,"722",221884,11380,576818000,2006
18,"811",32331,4971,238545000,2006
18,"812",28533,3928,129908000,2006
18,"813",71917,8128,320122000,2006
19,"113",NA,22,NA,2006
19,"114",NA,4,NA,2006
19,"115",1436,235,14550000,2006
19,"211",NA,1,NA,2006
19,"212",NA,182,NA,2006
19,"213",NA,11,NA,2006
19,"221",7869,262,120985000,2006
19,"236",16119,2717,142530000,2006
19,"237",7359,650,67540000,2006
19,"238",41096,5612,355157000,2006
19,"311",49599,491,471108000,2006
19,"312",2188,23,18037000,2006
19,"313",106,12,735000,2006
19,"314",1076,47,8231000,2006
19,"315",1198,57,7005000,2006
19,"316",224,9,2118000,2006
19,"321",11921,175,120450000,2006
19,"322",4408,54,41953000,2006
19,"323",9028,360,82972000,2006
19,"324",204,24,2022000,2006
19,"325",7533,155,98376000,2006
19,"326",15138,185,144657000,2006
19,"327",6091,332,59244000,2006
19,"331",8925,79,107909000,2006
19,"332",22879,611,206945000,2006
19,"333",34853,428,411635000,2006
19,"334",10613,74,199186000,2006
19,"335",10413,42,99213000,2006
19,"336",17504,168,156820000,2006
19,"337",8347,206,71818000,2006
19,"339",5244,263,44926000,2006
19,"423",33992,2499,365492000,2006
19,"424",27524,1865,262399000,2006
19,"425",2958,493,26877000,2006
19,"441",22798,1891,172448000,2006
19,"442",5620,698,33321000,2006
19,"443",4612,598,21648000,2006
19,"444",17355,1600,118971000,2006
19,"445",35117,1112,127215000,2006
19,"446",9955,856,56946000,2006
19,"447",18014,1962,61458000,2006
19,"448",12939,1347,42708000,2006
19,"451",6914,701,22943000,2006
19,"452",33916,613,140895000,2006
19,"453",8964,1506,27859000,2006
19,"454",5172,611,35056000,2006
19,"481",NA,38,NA,2006
19,"483",NA,7,NA,2006
19,"484",35736,2873,310534000,2006
19,"485",1922,101,7351000,2006
19,"486",400,54,7910000,2006
19,"487",NA,6,NA,2006
19,"488",2636,293,21832000,2006
19,"492",4815,190,37874000,2006
19,"493",6617,178,55159000,2006
19,"511",10803,429,111227000,2006
19,"512",1855,181,5474000,2006
19,"515",2626,150,21581000,2006
19,"516",71,12,771000,2006
19,"517",11023,638,125108000,2006
19,"518",8227,170,93270000,2006
19,"519",99,22,746000,2006
19,"521",NA,2,NA,2006
19,"522",41826,2421,506524000,2006
19,"523",NA,844,NA,2006
19,"524",45127,2751,708631000,2006
19,"525",NA,8,NA,2006
19,"531",8647,2282,63716000,2006
19,"532",5340,634,35633000,2006
19,"533",201,14,6410000,2006
19,"541",43065,6260,431158000,2006
19,"551",17035,448,324931000,2006
19,"561",69107,3142,339656000,2006
19,"562",2895,322,20798000,2006
19,"611",34920,709,168344000,2006
19,"621",47218,4553,505057000,2006
19,"622",NA,133,NA,2006
19,"623",54221,1176,256183000,2006
19,"624",NA,1893,NA,2006
19,"711",5082,298,23418000,2006
19,"712",929,118,4074000,2006
19,"713",16677,1041,62960000,2006
19,"721",15367,723,58578000,2006
19,"722",96410,6183,219911000,2006
19,"811",12890,2804,77035000,2006
19,"812",12082,2128,53982000,2006
19,"813",30160,4420,124915000,2006
20,"113",NA,3,NA,2006
20,"114",NA,6,NA,2006
20,"115",660,184,3751000,2006
20,"211",2983,410,42053000,2006
20,"212",1339,101,14363000,2006
20,"213",5488,480,55573000,2006
20,"221",6828,248,112890000,2006
20,"236",13710,2336,119068000,2006
20,"237",11441,565,111674000,2006
20,"238",41956,5130,369423000,2006
20,"311",30804,287,229906000,2006
20,"312",549,21,5925000,2006
20,"313",NA,13,NA,2006
20,"314",1189,52,6795000,2006
20,"315",530,37,2218000,2006
20,"316",NA,6,NA,2006
20,"321",2496,116,16598000,2006
20,"322",2736,29,24765000,2006
20,"323",10557,379,90287000,2006
20,"324",1829,30,32039000,2006
20,"325",6744,142,91564000,2006
20,"326",12384,143,129619000,2006
20,"327",6219,225,63924000,2006
20,"331",2289,41,20225000,2006
20,"332",16013,566,140728000,2006
20,"333",19331,329,199456000,2006
20,"334",5955,96,83056000,2006
20,"335",4369,56,45542000,2006
20,"336",41045,187,592561000,2006
20,"337",6078,179,44358000,2006
20,"339",4879,231,39784000,2006
20,"423",31303,2376,354085000,2006
20,"424",22842,1575,258809000,2006
20,"425",2912,566,27019000,2006
20,"441",18493,1569,152174000,2006
20,"442",5682,607,34611000,2006
20,"443",4271,515,26074000,2006
20,"444",13667,1163,85497000,2006
20,"445",26622,1409,96030000,2006
20,"446",8914,801,51606000,2006
20,"447",10552,1270,38530000,2006
20,"448",11578,1130,38936000,2006
20,"451",6174,547,20575000,2006
20,"452",32034,497,142937000,2006
20,"453",8026,1343,31560000,2006
20,"454",4770,516,31542000,2006
20,"481",NA,43,NA,2006
20,"483",NA,1,NA,2006
20,"484",18736,1744,169125000,2006
20,"485",6330,139,25406000,2006
20,"486",1220,122,28575000,2006
20,"487",NA,9,NA,2006
20,"488",4872,299,52713000,2006
20,"492",7272,144,56173000,2006
20,"493",5452,125,44576000,2006
20,"511",10232,371,109585000,2006
20,"512",NA,132,NA,2006
20,"515",2728,124,29442000,2006
20,"516",68,8,777000,2006
20,"517",25403,678,498907000,2006
20,"518",4073,194,46045000,2006
20,"519",NA,42,NA,2006
20,"522",30713,2404,348511000,2006
20,"523",NA,929,NA,2006
20,"524",NA,2535,NA,2006
20,"525",NA,9,NA,2006
20,"531",10779,2620,75562000,2006
20,"532",4974,620,34449000,2006
20,"533",195,28,2086000,2006
20,"541",57742,7231,634983000,2006
20,"551",19259,542,580634000,2006
20,"561",63885,3185,388358000,2006
20,"562",3593,210,29476000,2006
20,"611",17790,698,95589000,2006
20,"621",55160,4574,551152000,2006
20,"622",55322,160,520569000,2006
20,"623",39466,970,184431000,2006
20,"624",24571,1773,93123000,2006
20,"711",1866,237,7579000,2006
20,"712",740,129,2606000,2006
20,"713",10715,714,34004000,2006
20,"721",12576,682,47868000,2006
20,"722",93658,5063,233275000,2006
20,"811",10992,2473,72068000,2006
20,"812",12556,1839,53030000,2006
20,"813",29020,3913,129161000,2006
21,"113",NA,127,NA,2006
21,"114",NA,1,NA,2006
21,"115",NA,160,NA,2006
21,"211",800,86,9827000,2006
21,"212",18499,374,253817000,2006
21,"213",3366,224,33671000,2006
21,"221",8426,337,169306000,2006
21,"236",20022,2454,170718000,2006
21,"237",13464,711,125941000,2006
21,"238",52303,6091,394877000,2006
21,"311",23824,257,193749000,2006
21,"312",4271,53,49797000,2006
21,"313",1400,21,10943000,2006
21,"314",1508,57,11453000,2006
21,"315",4197,66,18135000,2006
21,"316",386,12,2374000,2006
21,"321",14113,433,85580000,2006
21,"322",9598,86,108030000,2006
21,"323",12617,388,122466000,2006
21,"324",1258,54,21225000,2006
21,"325",13594,177,224242000,2006
21,"326",19590,214,160854000,2006
21,"327",9504,293,91124000,2006
21,"331",14218,89,178081000,2006
21,"332",25528,738,233789000,2006
21,"333",18715,322,199224000,2006
21,"334",6147,57,103127000,2006
21,"335",9328,70,100691000,2006
21,"336",54211,227,656890000,2006
21,"337",5791,218,43607000,2006
21,"339",6872,299,63322000,2006
21,"423",38178,2724,424187000,2006
21,"424",28067,1289,259997000,2006
21,"425",2904,504,30037000,2006
21,"441",26401,2212,203456000,2006
21,"442",6559,844,37149000,2006
21,"443",4983,615,26883000,2006
21,"444",20411,1552,132883000,2006
21,"445",41185,1853,138881000,2006
21,"446",16388,1295,108686000,2006
21,"447",19923,2236,65999000,2006
21,"448",17528,1717,54679000,2006
21,"451",6582,738,22260000,2006
21,"452",49591,956,211766000,2006
21,"453",11422,1883,45777000,2006
21,"454",6899,584,43786000,2006
21,"481",NA,63,NA,2006
21,"483",2138,27,23470000,2006
21,"484",24433,2123,205925000,2006
21,"485",NA,114,NA,2006
